train_loss,valid_loss
4.560865446925163,4.5028266474405925
4.488181471824646,4.439120319366455
4.427215047180653,4.380402350107829
4.377149522304535,4.310898368835449
4.320982962846756,4.2497859369913735
4.242888608947396,4.171618272145589
4.161641867831349,4.063089989980062
4.102102303877473,3.99700355275472
4.034793600440025,3.9397349599202474
4.001586355268955,3.9136610832214354
3.9647415075451136,3.9138453788757324
3.942158740013838,3.872490385691325
3.8933061957359314,3.8395770225524903
3.888736145570874,3.7996998291015625
3.8468579091131687,3.7820470275878906
3.789880456402898,3.7318105862935385
3.7683682702481747,3.7694145851135255
3.7917843274772167,3.7321399676005047
3.758646611124277,3.6683090794881186
3.6848030611872673,3.6577359822591147
3.6904453355818987,3.6457558860778807
3.6631090063601732,3.6526461474100747
3.666759617626667,3.639796583811442
3.650924101471901,3.6285511182149253
3.6221763119101524,3.605322893778483
3.6158919855952263,3.5836384048461913
3.5895362067967653,3.616944190979004
3.5879759546369314,3.6151365394592285
3.5606305953115225,3.5753786176045734
3.5498752798885107,3.6051707089742027
