train_loss,valid_loss
5.057925596833229,4.605053653717041
4.6358176320791245,4.60523828125
4.605521097779274,4.6051407750447595
4.605086833238602,4.642592973073324
4.648322835564613,4.605093467712402
4.605659708380699,4.605102429707845
4.602352023124695,4.591856127421061
4.592151433229446,4.589009011586507
4.59950153529644,4.605170249938965
4.605294540524483,4.605170249938965
4.608003571629524,4.605170249938965
4.607299596071243,4.605170249938965
4.6051720678806305,4.605170249938965
4.605172023177147,4.605170249938965
4.605172887444496,4.605170249938965
4.605171382427216,4.605170249938965
4.605170905590057,4.605170249938965
4.605170726776123,4.605170249938965
